feature,importance,group
categorical__team_DG,0.0,team
categorical__team_DGR,0.0,team
categorical__team_DGen,0.0,team
categorical__team_DIA,0.0,team
categorical__team_DILF,0.0,team
categorical__team_DISB,0.0,team
categorical__team_DIVA,0.0,team
categorical__team_DK,0.0,team
categorical__team_DKOB,0.0,team
categorical__team_DKS,0.0,team
categorical__team_DLWZK,0.0,team
categorical__team_DNA,0.0,team
categorical__team_DNAD,0.0,team
categorical__team_DNJ,0.0,team
categorical__team_DO S,0.0,team
categorical__team_DP,0.0,team
categorical__team_DR,0.0,team
categorical__team_DRM,0.0,team
categorical__team_DS,0.0,team
categorical__team_DSP,0.0,team
categorical__team_DSR,0.0,team
categorical__team_DSY,0.0,team
categorical__team_DT,0.0,team
categorical__team_DTG,0.0,team
categorical__team_DTN,0.0,team
categorical__team_DTT,0.0,team
categorical__team_DV,0.0,team
categorical__team_DV.A,0.0,team
categorical__team_DW,0.0,team
categorical__team_DWN,0.0,team
categorical__team_DXG,0.0,team
categorical__team_DZ,0.0,team
categorical__team_DaBa,0.0,team
categorical__team_Dajj,0.0,team
categorical__team_Dame,0.0,team
categorical__team_Dami,0.0,team
categorical__team_Dand,0.0,team
categorical__team_Dark,0.0,team
categorical__team_DawN,0.0,team
categorical__team_Dece,0.0,team
categorical__team_Deez,0.0,team
categorical__team_Def,0.0,team
categorical__team_Defe,0.0,team
categorical__team_Dei,0.0,team
categorical__team_Deja,0.0,team
categorical__team_Dele,0.0,team
categorical__team_Delt,0.0,team
categorical__team_Delu,0.0,team
categorical__team_Dem,0.0,team
categorical__team_DeoV,0.0,team
categorical__team_Dept,0.0,team
categorical__team_Desc,0.0,team
categorical__team_Devi,0.0,team
categorical__team_DiaX,0.0,team
categorical__team_Diab,0.0,team
categorical__team_Diff,0.0,team
categorical__team_Digh,0.0,team
categorical__team_Digi,0.0,team
categorical__team_Diji,0.0,team
categorical__team_Dimm,0.0,team
categorical__team_Disc,0.0,team
categorical__team_Divi,0.0,team
categorical__team_Dogw,0.0,team
categorical__team_Domi,0.0,team
categorical__team_Dont,0.0,team
categorical__team_Dora,0.0,team
categorical__team_Doub,0.0,team
categorical__team_Down,0.0,team
categorical__team_Drag,0.0,team
categorical__team_Drea,0.0,team
categorical__team_Duck,0.0,team
categorical__team_Dyna,0.0,team
categorical__team_DzN,0.0,team
categorical__team_DÜN,0.0,team
categorical__team_E IS,0.0,team
categorical__team_E-Na,0.0,team
categorical__team_E36,0.0,team
categorical__team_E9,0.0,team
categorical__team_EAID,0.0,team
categorical__team_EAST,0.0,team
categorical__team_EBG,0.0,team
categorical__team_ECAP,0.0,team
categorical__team_ECG,0.0,team
categorical__team_ECHO,0.0,team
categorical__team_ECOM,0.0,team
categorical__team_EDGE,0.0,team
categorical__team_EDW,0.0,team
categorical__team_EEAF,0.0,team
categorical__team_EF,0.0,team
categorical__team_EG,0.0,team
categorical__team_EGN,0.0,team
categorical__team_EGO,0.0,team
categorical__team_EGOM,0.0,team
categorical__team_EHXD,0.0,team
categorical__team_EIQ,0.0,team
categorical__team_EL,0.0,team
categorical__team_ELSO,0.0,team
categorical__team_ELUS,0.0,team
categorical__team_EMP,0.0,team
categorical__team_EMZ,0.0,team
categorical__team_EN,0.0,team
categorical__team_END,0.0,team
categorical__team_ENDL,0.0,team
categorical__team_ENGM,0.0,team
categorical__team_ENIG,0.0,team
categorical__team_ENRA,0.0,team
categorical__team_ENVY,0.0,team
categorical__team_EP,0.0,team
categorical__team_EPIC,0.0,team
categorical__team_EQ F,0.0,team
categorical__team_EQX,0.0,team
categorical__team_ERN,0.0,team
categorical__team_ERZI,0.0,team
categorical__team_ES,0.0,team
categorical__team_ESC,0.0,team
categorical__team_ESTO,0.0,team
categorical__team_ET,0.0,team
categorical__team_ETER,0.0,team
categorical__team_ETH,0.0,team
categorical__team_ETT,0.0,team
categorical__team_EU R,0.0,team
categorical__team_EVA,0.0,team
categorical__team_EX C,0.0,team
categorical__team_EX-K,0.0,team
categorical__team_EX0,0.0,team
categorical__team_EXA,0.0,team
categorical__team_EXEN,0.0,team
categorical__team_EXG,0.0,team
categorical__team_EXL,0.0,team
categorical__team_EXOD,0.0,team
categorical__team_EXZ,0.0,team
categorical__team_EXcu,0.0,team
categorical__team_EZ K,0.0,team
categorical__team_EZcl,0.0,team
categorical__team_Eagl,0.0,team
categorical__team_Earl,0.0,team
categorical__team_Eart,0.0,team
categorical__team_East,0.0,team
categorical__team_Easy,0.0,team
categorical__team_Ecce,0.0,team
categorical__team_Ecla,0.0,team
categorical__team_Ecle,0.0,team
categorical__team_Edan,0.0,team
categorical__team_Egni,0.0,team
categorical__team_Ehbi,0.0,team
categorical__team_Eldr,0.0,team
categorical__team_Elem,0.0,team
categorical__team_Elme,0.0,team
categorical__team_Elon,0.0,team
categorical__team_Elys,0.0,team
categorical__team_EnM,0.0,team
categorical__team_Enmi,0.0,team
categorical__team_Enra,0.0,team
categorical__team_Ento,0.0,team
categorical__team_Epit,0.0,team
categorical__team_Epq,0.0,team
categorical__team_Eros,0.0,team
categorical__team_Erro,0.0,team
categorical__team_Esha,0.0,team
categorical__team_Espo,0.0,team
categorical__team_Eter,0.0,team
categorical__team_EvHz,0.0,team
categorical__team_Even,0.0,team
categorical__team_Ever,0.0,team
categorical__team_Evil,0.0,team
categorical__team_Evol,0.0,team
categorical__team_ExO,0.0,team
categorical__team_ExP,0.0,team
categorical__team_Exce,0.0,team
categorical__team_Exer,0.0,team
categorical__team_ExiL,0.0,team
categorical__team_Exod,0.0,team
categorical__team_Exor,0.0,team
categorical__team_Exot,0.0,team
categorical__team_Expe,0.0,team
categorical__team_Expl,0.0,team
categorical__team_Exy,0.0,team
categorical__team_EzLo,0.0,team
categorical__team_F1,0.0,team
categorical__team_F1LS,0.0,team
categorical__team_F2DS,0.0,team
categorical__team_F4Q,0.0,team
categorical__team_F5S,0.0,team
categorical__team_F9,0.0,team
categorical__team_FA,0.0,team
categorical__team_FAIT,0.0,team
categorical__team_FAKE,0.0,team
categorical__team_FAR,0.0,team
categorical__team_FAST,0.0,team
categorical__team_FAT,0.0,team
categorical__team_FATA,0.0,team
categorical__team_FAV,0.0,team
categorical__team_FB,0.0,team
categorical__team_FBI,0.0,team
categorical__team_FBM,0.0,team
categorical__team_FC,0.0,team
categorical__team_FCG,0.0,team
categorical__team_FCS,0.0,team
categorical__team_FCT,0.0,team
categorical__team_FCY,0.0,team
categorical__team_FDP,0.0,team
categorical__team_FE,0.0,team
categorical__team_FEAR,0.0,team
categorical__team_FEC,0.0,team
categorical__team_FF,0.0,team
categorical__team_FG,0.0,team
categorical__team_FH,0.0,team
categorical__team_FINs,0.0,team
categorical__team_FIU,0.0,team
categorical__team_FKS,0.0,team
categorical__team_FL,0.0,team
categorical__team_FLAS,0.0,team
categorical__team_FLC,0.0,team
categorical__team_FLEE,0.0,team
categorical__team_FLUX,0.0,team
categorical__team_FLu,0.0,team
categorical__team_FM,0.0,team
categorical__team_FMD,0.0,team
categorical__team_FNC,0.0,team
categorical__team_FNG,0.0,team
categorical__team_FNK,0.0,team
categorical__team_FNLTY,0.0,team
categorical__team_FNR,0.0,team
categorical__team_FNST,0.0,team
categorical__team_FNX,0.0,team
categorical__team_FOG,0.0,team
categorical__team_FORF,0.0,team
categorical__team_FOST,0.0,team
categorical__team_FOX,0.0,team
categorical__team_FOXA,0.0,team
categorical__team_FOXN,0.0,team
categorical__team_FOXU,0.0,team
categorical__team_FPG,0.0,team
categorical__team_FR,0.0,team
categorical__team_FRAT,0.0,team
categorical__team_FRC,0.0,team
categorical__team_FREE,0.0,team
categorical__team_FRG,0.0,team
categorical__team_FROM,0.0,team
categorical__team_FRTS,0.0,team
categorical__team_FS,0.0,team
categorical__team_FSHR,0.0,team
categorical__team_FSN,0.0,team
categorical__team_FT,0.0,team
categorical__team_FTG,0.0,team
categorical__team_FTL,0.0,team
categorical__team_FTW,0.0,team
categorical__team_FTZ,0.0,team
categorical__team_FTZ.R,0.0,team
categorical__team_FUR,0.0,team
categorical__team_FUT,0.0,team
categorical__team_FVT,0.0,team
categorical__team_FWE,0.0,team
categorical__team_FWS,0.0,team
categorical__team_FXG,0.0,team
categorical__team_FYB,0.0,team
categorical__team_FYL,0.0,team
categorical__team_FaZe,0.0,team
categorical__team_Face,0.0,team
categorical__team_Fake,0.0,team
categorical__team_Falc,0.0,team
categorical__team_Farc,0.0,team
categorical__team_Fast,0.0,team
categorical__team_FatF,0.0,team
categorical__team_Fave,0.0,team
categorical__team_Feel,0.0,team
categorical__team_Feli,0.0,team
categorical__team_Feng,0.0,team
categorical__team_FiRE,0.0,team
categorical__team_Fiat,0.0,team
categorical__team_Fide,0.0,team
categorical__team_Fito,0.0,team
categorical__team_Flas,0.0,team
categorical__team_Flat,0.0,team
categorical__team_Flex,0.0,team
categorical__team_Flie,0.0,team
categorical__team_Flom,0.0,team
categorical__team_Flow,0.0,team
categorical__team_FlyM,0.0,team
categorical__team_Focus,0.0,team
categorical__team_Food,0.0,team
categorical__team_Fort,0.0,team
categorical__team_Foxy,0.0,team
categorical__team_Fpal,0.0,team
categorical__team_Frat,0.0,team
categorical__team_Fre,0.0,team
categorical__team_Free,0.0,team
categorical__team_Frel,0.0,team
categorical__team_Full,0.0,team
categorical__team_Furn,0.0,team
categorical__team_G2,0.0,team
categorical__team_G2G,0.0,team
categorical__team_G4 G,0.0,team
categorical__team_G4B,0.0,team
categorical__team_G8S,0.0,team
categorical__team_GA,0.0,team
categorical__team_GAL,0.0,team
categorical__team_GAS,0.0,team
categorical__team_GBD,0.0,team
categorical__team_GBH,0.0,team
categorical__team_GBP,0.0,team
categorical__team_GCA,0.0,team
categorical__team_GD,0.0,team
categorical__team_GD E,0.0,team
categorical__team_GDL,0.0,team
categorical__team_GE,0.0,team
categorical__team_GEEK,0.0,team
categorical__team_GEKO,0.0,team
categorical__team_GEN,0.0,team
categorical__team_GENG,0.0,team
categorical__team_GF,0.0,team
categorical__team_GFH,0.0,team
categorical__team_GFN,0.0,team
categorical__team_GG,0.0,team
categorical__team_GG D,0.0,team
categorical__team_GGO,0.0,team
categorical__team_GHOS,0.0,team
categorical__team_GHS,0.0,team
categorical__team_GHST,0.0,team
categorical__team_GIA,0.0,team
categorical__team_GIBD,0.0,team
categorical__team_GIVE,0.0,team
categorical__team_GJO,0.0,team
categorical__team_GK,0.0,team
categorical__team_GKS,0.0,team
categorical__team_GLAD,0.0,team
categorical__team_GLB,0.0,team
categorical__team_GLD.GC,0.0,team
categorical__team_GLHF,0.0,team
categorical__team_GLP,0.0,team
categorical__team_GMB,0.0,team
categorical__team_GMG,0.0,team
categorical__team_GMM,0.0,team
categorical__team_GMN,0.0,team
categorical__team_GMT,0.0,team
categorical__team_GNG,0.0,team
categorical__team_GNS,0.0,team
categorical__team_GNf,0.0,team
categorical__team_GOB,0.0,team
categorical__team_GODS,0.0,team
categorical__team_GOOD,0.0,team
categorical__team_GOW,0.0,team
categorical__team_GPC,0.0,team
categorical__team_GR,0.0,team
categorical__team_GRN,0.0,team
categorical__team_GS,0.0,team
categorical__team_GSL.,0.0,team
categorical__team_GT,0.0,team
categorical__team_GTS,0.0,team
categorical__team_GV,0.0,team
categorical__team_GW,0.0,team
categorical__team_GX,0.0,team
categorical__team_GXR,0.0,team
categorical__team_GZ21,0.0,team
categorical__team_Gala,0.0,team
categorical__team_Gami,0.0,team
categorical__team_Gary,0.0,team
categorical__team_Gen',0.0,team
categorical__team_Gene,0.0,team
categorical__team_Gera,0.0,team
categorical__team_Ghos,0.0,team
categorical__team_Gief,0.0,team
categorical__team_Gift,0.0,team
categorical__team_Giga,0.0,team
categorical__team_Girl,0.0,team
categorical__team_Goat,0.0,team
categorical__team_God,0.0,team
categorical__team_GodS,0.0,team
categorical__team_Goda,0.0,team
categorical__team_Godl,0.0,team
categorical__team_Gold,0.0,team
categorical__team_Goli,0.0,team
categorical__team_Good,0.0,team
categorical__team_Goof,0.0,team
categorical__team_Gori,0.0,team
categorical__team_Goty,0.0,team
categorical__team_Gran,0.0,team
categorical__team_Gree,0.0,team
categorical__team_Grif,0.0,team
categorical__team_Grim,0.0,team
categorical__team_Guns,0.0,team
categorical__team_Gx,0.0,team
categorical__team_GyGn,0.0,team
categorical__team_GyuB,0.0,team
categorical__team_GİV,0.0,team
categorical__team_H$,0.0,team
categorical__team_H2O,0.0,team
categorical__team_H5,0.0,team
categorical__team_HACK,0.0,team
categorical__team_HATA,0.0,team
categorical__team_HAYA,0.0,team
categorical__team_HB,0.0,team
categorical__team_HC,0.0,team
categorical__team_HCK,0.0,team
categorical__team_HDE,0.0,team
categorical__team_HE,0.0,team
categorical__team_HEAD,0.0,team
categorical__team_HEET,0.0,team
categorical__team_HEHE,0.0,team
categorical__team_HG,0.0,team
categorical__team_HH,0.0,team
categorical__team_HIGA,0.0,team
categorical__team_HIGH,0.0,team
categorical__team_HIT,0.0,team
categorical__team_HK,0.0,team
categorical__team_HKUF,0.0,team
categorical__team_HLRS,0.0,team
categorical__team_HM,0.0,team
categorical__team_HN R,0.0,team
categorical__team_HNX,0.0,team
categorical__team_HOE,0.0,team
categorical__team_HOLL,0.0,team
categorical__team_HOME,0.0,team
categorical__team_HOMY,0.0,team
categorical__team_HONK,0.0,team
categorical__team_HOP,0.0,team
categorical__team_HOT,0.0,team
categorical__team_HRY,0.0,team
categorical__team_HS,0.0,team
categorical__team_HSP,0.0,team
categorical__team_HTW,0.0,team
categorical__team_HV,0.0,team
categorical__team_HWS,0.0,team
categorical__team_HYP,0.0,team
categorical__team_HZ,0.0,team
categorical__team_HZN,0.0,team
categorical__team_Habi,0.0,team
categorical__team_Hadi,0.0,team
categorical__team_HahA,0.0,team
categorical__team_Hai,0.0,team
categorical__team_Hajty,0.0,team
categorical__team_Half,0.0,team
categorical__team_Hard,0.0,team
categorical__team_Hasb,0.0,team
categorical__team_Hash,0.0,team
categorical__team_Hati,0.0,team
categorical__team_Head,0.0,team
categorical__team_Hehe,0.0,team
categorical__team_Heli,0.0,team
categorical__team_Hell,0.0,team
categorical__team_Hex,0.0,team
categorical__team_Hexi,0.0,team
categorical__team_Hi S,0.0,team
categorical__team_High,0.0,team
categorical__team_HmmE,0.0,team
categorical__team_HoPe,0.0,team
categorical__team_Hoax,0.0,team
categorical__team_Hogw,0.0,team
categorical__team_Holl,0.0,team
categorical__team_Homi,0.0,team
categorical__team_Hool,0.0,team
categorical__team_HorY,0.0,team
categorical__team_HowL,0.0,team
categorical__team_HuaT,0.0,team
categorical__team_Hugh,0.0,team
categorical__team_Huh,0.0,team
categorical__team_Huma,0.0,team
categorical__team_Hype,0.0,team
categorical__team_Hypo,0.0,team
categorical__team_Hyst,0.0,team
categorical__team_I FA,0.0,team
categorical__team_I4,0.0,team
categorical__team_IA,0.0,team
categorical__team_IAS,0.0,team
categorical__team_IB,0.0,team
categorical__team_IBER,0.0,team
categorical__team_IBSG,0.0,team
categorical__team_IC9,0.0,team
categorical__team_ICC,0.0,team
categorical__team_ICE,0.0,team
categorical__team_ICJ,0.0,team
categorical__team_ICJT,0.0,team
categorical__team_ICON,0.0,team
categorical__team_IES,0.0,team
categorical__team_IESR,0.0,team
categorical__team_IG,0.0,team
categorical__team_IGZ,0.0,team
categorical__team_IHG,0.0,team
categorical__team_IHNK,0.0,team
categorical__team_IK,0.0,team
categorical__team_IMP,0.0,team
categorical__team_IMPE,0.0,team
categorical__team_IMT,0.0,team
categorical__team_IN T,0.0,team
categorical__team_INAE,0.0,team
categorical__team_INCE,0.0,team
categorical__team_INCO,0.0,team
categorical__team_INDI,0.0,team
categorical__team_INF,0.0,team
categorical__team_INFN,0.0,team
categorical__team_INFS,0.0,team
categorical__team_INM,0.0,team
categorical__team_INRE,0.0,team
categorical__team_INS,0.0,team
categorical__team_INST,0.0,team
categorical__team_INT,0.0,team
categorical__team_INTE,0.0,team
categorical__team_INV,0.0,team
categorical__team_IPL,0.0,team
categorical__team_IRLV,0.0,team
categorical__team_ISel,0.0,team
categorical__team_ITB,0.0,team
categorical__team_IV,0.0,team
categorical__team_IVI,0.0,team
categorical__team_IVY,0.0,team
categorical__team_IW,0.0,team
categorical__team_IceC,0.0,team
categorical__team_IceW,0.0,team
categorical__team_Icon,0.0,team
categorical__team_Igni,0.0,team
categorical__team_Illu,0.0,team
categorical__team_IluZ,0.0,team
categorical__team_Imag,0.0,team
categorical__team_Immo,0.0,team
categorical__team_Impa,0.0,team
categorical__team_InG,0.0,team
categorical__team_InTe,0.0,team
categorical__team_Indi,0.0,team
categorical__team_Infe,0.0,team
